Event,Sample label (Offset in mm/cm),Expedition,Site,H,Core,Type,Sect,Offset [cm],Depth sed [m] (CSFA),Depth comp [mcd] (Cappelli et al. 2019 (CCSF)),Offset [m] (Cappelli splice),Offset [m] (Bohaty splice (CCSF offset [S...),Depth comp [mcd] (Bohaty (CCSF-A/CCSF-M)),Depth comp [mcd] (two-site composite (Depth CCS...),Ca count [#],Fe count [#],Ca/Fe,Comment (Notes),Age [Ma],Al,Ti,Ti_Al,log_CaFe,CaCO3_wt_pct
342-U1410A,"342-U1410A-11H-6,2",342,U1410,A,11,H,6,2,101.52,108.75,7.23,7.23,108.75,110.02,1757713,453129,3.879,,41.2306,34423.0,36973.0,1.0740783778287772,0.5887197796000565,38.66319676424396
342-U1410A,"342-U1410A-11H-6,4",342,U1410,A,11,H,6,4,101.54,108.77,7.23,7.23,108.77,110.04,2027141,371499,5.457,,41.2312,30557.0,33146.0,1.084726903819092,0.736953953783146,43.79876972881709
342-U1410A,"342-U1410A-11H-6,6",342,U1410,A,11,H,6,6,101.56,108.79,7.23,7.23,108.79,110.06,1689788,511687,3.302,,41.2318,30420.0,34383.0,1.130276134122288,0.5187770689267749,36.24003155296812
342-U1410A,"342-U1410A-11H-6,8",342,U1410,A,11,H,6,8,101.58,108.81,7.23,7.23,108.81,110.08,1837665,476299,3.858,,41.2324,29551.0,31257.0,1.0577307028526954,0.5863622233078657,38.58151922650101
342-U1410A,"342-U1410A-11H-6,10",342,U1410,A,11,H,6,10,101.6,108.83,7.23,7.23,108.83,110.1,1905564,421562,4.52,,41.233,29313.0,32753.0,1.1173540749837956,0.6551384348113821,40.96427107404034
342-U1410A,"342-U1410A-11H-6,12",342,U1410,A,11,H,6,12,101.62,108.85,7.23,7.23,108.85,110.12,1906353,395129,4.825,,41.2336,29662.0,31603.0,1.0654372597936754,0.6834973176798114,41.94676457101707
342-U1410A,"342-U1410A-11H-6,14",342,U1410,A,11,H,6,14,101.64,108.87,7.23,7.23,108.87,110.14,1990241,338727,5.876,,41.2342,30029.0,31282.0,1.0417263312131606,0.769081787118219,44.911838514710695
342-U1410A,"342-U1410A-11H-6,16",342,U1410,A,11,H,6,16,101.66,108.89,7.23,7.23,108.89,110.16,1874686,364426,5.144,,41.2348,27654.0,29505.0,1.0669342590583641,0.7113009599161657,42.91002175629556
342-U1410A,"342-U1410A-11H-6,18",342,U1410,A,11,H,6,18,101.68,108.91,7.23,7.23,108.91,110.18,1980335,341558,5.798,,41.2354,28032.0,29671.0,1.058468892694064,0.7632782110189786,44.71077362075252
342-U1410A,"342-U1410A-11H-6,20",342,U1410,A,11,H,6,20,101.7,108.93,7.23,7.23,108.93,110.2,2013826,339022,5.94,,41.236,28982.0,28692.0,0.9899937892484991,0.7737864449811935,45.07483138637345
342-U1410A,"342-U1410A-11H-6,22",342,U1410,A,11,H,6,22,101.72,108.95,7.23,7.23,108.95,110.22,2041605,323611,6.309,,41.2366,29301.0,28962.0,0.9884304289955974,0.7999605274059836,45.981632471980305
342-U1410A,"342-U1410A-11H-6,24",342,U1410,A,11,H,6,24,101.74,108.97,7.23,7.23,108.97,110.24,2189192,313458,6.984,,41.2372,29425.0,28615.0,0.9724723874256584,0.8441042306975133,47.51099107251535
342-U1410A,"342-U1410A-11H-6,26",342,U1410,A,11,H,6,26,101.76,108.99,7.23,7.23,108.99,110.26,2349207,287380,8.175,,41.2378,25648.0,27193.0,1.0602386150966936,0.9124877613323237,49.88013849135835
342-U1410A,"342-U1410A-11H-6,28",342,U1410,A,11,H,6,28,101.78,109.01,7.23,7.23,109.01,110.28,2580321,245567,10.508,,41.2384,24038.0,22725.0,0.9453781512605042,1.0215200641140327,53.65756262123067
342-U1410A,"342-U1410A-11H-6,30",342,U1410,A,11,H,6,30,101.8,109.03,7.23,7.23,109.03,110.3,2739935,223390,12.265,,41.239,21403.0,19434.0,0.9080035509040789,1.0886675525424045,55.983887357831605
342-U1410A,"342-U1410A-11H-6,32",342,U1410,A,11,H,6,32,101.82,109.05,7.23,7.23,109.05,110.32,3082062,191687,16.079,,41.2396,18371.0,16921.0,0.9210712536062272,1.206259035209283,60.05784427482561
342-U1410A,"342-U1410A-11H-6,34",342,U1410,A,11,H,6,34,101.84,109.07,7.23,7.23,109.07,110.34,3249757,170134,19.101,,41.2402,17249.0,14716.0,0.8531509072989738,1.2810561045835043,62.64918874329551
342-U1410A,"342-U1410A-11H-6,36",342,U1410,A,11,H,6,36,101.86,109.09,7.23,7.23,109.09,110.36,3379894,149789,22.564,,41.2408,13035.0,12403.0,0.9515151515151515,1.3534160910533561,65.15610047454352
342-U1410A,"342-U1410A-11H-6,38",342,U1410,A,11,H,6,38,101.88,109.11,7.23,7.23,109.11,110.38,3664630,131691,27.827,,41.2414,11196.0,10308.0,0.9206859592711683,1.4444663880201931,68.3105380129596
342-U1410A,"342-U1410A-11H-6,40",342,U1410,A,11,H,6,40,101.9,109.13,7.23,7.23,109.13,110.4,3900858,120401,32.399,,41.242,9551.0,9363.0,0.9803161972568317,1.5105316058490776,70.5993674846413
342-U1410A,"342-U1410A-11H-6,44",342,U1410,A,11,H,6,44,101.94,109.17,7.23,7.23,109.17,110.44,3515334,110644,31.772,,41.2432,8590.0,8505.0,0.990104772991851,1.5020445538773535,70.30533356908091
342-U1410A,"342-U1410A-11H-6,46",342,U1410,A,11,H,6,46,101.96,109.19,7.23,7.23,109.19,110.46,3127223,148683,21.033,,41.2438,11998.0,10894.0,0.9079846641106851,1.322901221831552,64.09891283035412
342-U1410A,"342-U1410A-11H-6,48",342,U1410,A,11,H,6,48,101.98,109.21,7.23,7.23,109.21,110.48,2850143,194357,14.664,,41.2444,15277.0,14957.0,0.979053479086208,1.1662524519541602,58.671816197951884
342-U1410A,"342-U1410A-11H-6,50",342,U1410,A,11,H,6,50,102.0,109.23,7.23,7.23,109.23,110.5,2241717,265139,8.455,,41.245,21288.0,20710.0,0.9728485531754979,0.9271136119337605,50.38685108544513
342-U1410A,"342-U1410A-11H-6,52",342,U1410,A,11,H,6,52,102.02,109.25,7.23,7.23,109.25,110.52,2232365,283103,7.885,,41.2456,24583.0,23854.0,0.9703453606150592,0.8968016976649217,49.33669481560121
342-U1410A,"342-U1410A-11H-6,54",342,U1410,A,11,H,6,54,102.04,109.27,7.23,7.23,109.27,110.54,2527707,229506,11.014,,41.2462,20120.0,19878.0,0.9879721669980119,1.0419450721452637,54.36518702447266
342-U1410A,"342-U1410A-11H-6,56",342,U1410,A,11,H,6,56,102.06,109.29,7.23,7.23,109.29,110.56,1787987,331185,5.399,,41.2468,27463.0,27803.0,1.0123802934857808,0.7323133274712424,43.637995230241195
342-U1410A,"342-U1410A-11H-6,58",342,U1410,A,11,H,6,58,102.08,109.31,7.23,7.23,109.31,110.58,1740432,334916,5.197,,41.2474,26857.0,28983.0,1.0791599955318911,0.7157527168228595,43.06425287432796
342-U1410A,"342-U1410A-11H-6,60",342,U1410,A,11,H,6,60,102.1,109.33,7.23,7.23,109.33,110.6,1733332,335878,5.161,,41.248,27018.0,28150.0,1.0418979939299726,0.7127338590699518,42.95966454747848
342-U1410A,"342-U1410A-11H-6,62",342,U1410,A,11,H,6,62,102.12,109.35,7.23,7.23,109.35,110.62,1473359,473163,3.114,,41.2486,25365.0,28652.0,1.1295880149812734,0.49331860823210144,35.35802318220115
342-U1410A,"342-U1410A-11H-6,64",342,U1410,A,11,H,6,64,102.14,109.37,7.23,7.23,109.37,110.64,1649477,422600,3.903,,41.2492,26512.0,29198.0,1.1013126131563067,0.5913985512812487,38.75600280913886
342-U1410A,"342-U1410A-11H-6,66",342,U1410,A,11,H,6,66,102.16,109.39,7.23,7.23,109.39,110.66,1760314,362866,4.851,,41.2498,27401.0,29150.0,1.0638297872340425,0.6858312746260635,42.02762450941997
342-U1410A,"342-U1410A-11H-6,68",342,U1410,A,11,H,6,68,102.18,109.41,7.23,7.23,109.41,110.68,2172388,305987,7.1,,41.2504,25051.0,25331.0,1.0111771985150293,0.8512583487190752,47.75884549137236
342-U1410A,"342-U1410A-11H-6,70",342,U1410,A,11,H,6,70,102.2,109.43,7.23,7.23,109.43,110.7,1820291,364692,4.991,,41.251,27875.0,28960.0,1.0389237668161435,0.6981875698661224,42.45570835801181
342-U1410C,"342-U1410C-12H-1,22",342,U1410,C,12,H,1,22,99.52,109.43,9.91,9.91,109.43,110.7,1784685,345762,5.162,,41.251,25183.0,30194.0,1.1989834412103404,0.71281800020785,42.962579617200966
342-U1410C,"342-U1410C-12H-1,24",342,U1410,C,12,H,1,24,99.54,109.45,9.91,9.91,109.45,110.72,1745191,347981,5.015,,41.2516,24506.0,30282.0,1.2356973802334121,0.7002709373564369,42.52788662471376
342-U1410C,"342-U1410C-12H-1,26",342,U1410,C,12,H,1,26,99.56,109.47,9.91,9.91,109.47,110.74,1732866,341464,5.075,,41.2522,24914.0,29802.0,1.1961949104920928,0.7054360465852505,42.706831833946005
342-U1410C,"342-U1410C-12H-1,28",342,U1410,C,12,H,1,28,99.58,109.49,9.91,9.91,109.49,110.76,1649906,349667,4.719,,41.2528,24325.0,30823.0,1.2671325796505652,0.6738499773429493,41.61253246504648
342-U1410C,"342-U1410C-12H-1,30",342,U1410,C,12,H,1,30,99.6,109.51,9.91,9.91,109.51,110.78,1661315,349822,4.749,,41.2534,23894.0,30206.0,1.2641667364191846,0.6766021695820184,41.707882165169025
342-U1410C,"342-U1410C-12H-1,32",342,U1410,C,12,H,1,32,99.62,109.53,9.91,9.91,109.53,110.8,1759427,402083,4.376,,41.254,23577.0,27874.0,1.1822538915044323,0.6410773133253744,40.4771235201576
342-U1410C,"342-U1410C-12H-1,34",342,U1410,C,12,H,1,34,99.64,109.55,9.91,9.91,109.55,110.82,1885345,378440,4.982,,41.2546,22823.0,26816.0,1.1749550891644394,0.6974037232004877,42.428551990280894
342-U1410C,"342-U1410C-12H-1,36",342,U1410,C,12,H,1,36,99.66,109.57,9.91,9.91,109.57,110.84,2087426,322663,6.469,,41.2552,23067.0,26237.0,1.1374257597433564,0.8108371511404884,46.35845310126222
342-U1410C,"342-U1410C-12H-1,38",342,U1410,C,12,H,1,38,99.68,109.59,9.91,9.91,109.59,110.86,1975424,337169,5.859,,41.2558,23264.0,27835.0,1.1964838376891334,0.7678234980075168,44.86824508847042
342-U1410C,"342-U1410C-12H-1,40",342,U1410,C,12,H,1,40,99.7,109.61,9.91,9.91,109.61,110.88,2098526,341699,6.141,,41.2564,22034.0,25037.0,1.136289370972134,0.7882390973821681,45.57554352880521
342-U1410C,"342-U1410C-12H-1,42",342,U1410,C,12,H,1,42,99.72,109.63,9.91,9.91,109.63,110.9,2215754,284612,7.785,,41.257,20289.0,23350.0,1.1508699295184583,0.8912586169041391,49.1446547826439
342-U1410C,"342-U1410C-12H-1,44",342,U1410,C,12,H,1,44,99.74,109.65,9.91,9.91,109.65,110.92,2321082,289139,8.028,,41.2576,22050.0,24312.0,1.1025850340136054,0.9046073638154479,49.6071221193862
342-U1410C,"342-U1410C-12H-1,46",342,U1410,C,12,H,1,46,99.76,109.67,9.91,9.91,109.67,110.94,2494502,279408,8.928,,41.2582,19160.0,21163.0,1.1045407098121085,0.9507541815935036,51.20587862130694
342-U1410C,"342-U1410C-12H-1,48",342,U1410,C,12,H,1,48,99.78,109.69,9.91,9.91,109.69,110.96,2841297,232621,12.214,,41.2588,16553.0,17806.0,1.0756962484141848,1.0868579156598468,55.9211924880354
342-U1410C,"342-U1410C-12H-1,50",342,U1410,C,12,H,1,50,99.8,109.71,9.91,9.91,109.71,110.98,2996956,215873,13.883,,41.2594,16191.0,17205.0,1.062627385584584,1.142483323659504,57.84833474818352
342-U1410C,"342-U1410C-12H-1,52",342,U1410,C,12,H,1,52,99.82,109.73,9.91,9.91,109.73,111.0,3273032,182933,17.892,,41.26,13465.0,14122.0,1.0487931674712216,1.2526588895006194,61.66536722674897
342-U1410C,"342-U1410C-12H-1,54",342,U1410,C,12,H,1,54,99.84,109.75,9.91,9.91,109.75,111.02,3228709,189373,17.049,,41.2606,13873.0,14567.0,1.050025228861818,1.2316989107643928,60.93920876343239
342-U1410C,"342-U1410C-12H-1,56",342,U1410,C,12,H,1,56,99.86,109.77,9.91,9.91,109.77,111.04,3532060,164616,21.456,,41.2612,12459.0,11691.0,0.9383578136287022,1.3315487605075236,64.39850680778316
342-U1410C,"342-U1410C-12H-1,58",342,U1410,C,12,H,1,58,99.88,109.79,9.91,9.91,109.79,111.06,3754602,139718,26.873,,41.2618,9345.0,11059.0,1.1834135901551632,1.4293161521316617,67.78565809060143
342-U1410C,"342-U1410C-12H-1,60",342,U1410,C,12,H,1,60,99.9,109.81,9.91,9.91,109.81,111.08,3048381,209664,14.539,,41.2624,13095.0,15550.0,1.187476135929744,1.162534536549356,58.54300901875244
342-U1410C,"342-U1410C-12H-1,62",342,U1410,C,12,H,1,62,99.92,109.83,9.91,9.91,109.83,111.1,3985988,129981,30.666,,41.263,7391.0,9173.0,1.2411040454606954,1.4866571313388806,69.77223631523552
342-U1410C,"342-U1410C-12H-1,64",342,U1410,C,12,H,1,64,99.94,109.85,9.91,9.91,109.85,111.12,3936962,125456,31.381,,41.2636,8551.0,9034.0,1.0564846216816746,1.4966667788800487,70.1190205542993
342-U1410C,"342-U1410C-12H-1,66",342,U1410,C,12,H,1,66,99.96,109.87,9.91,9.91,109.87,111.14,4020153,103694,38.769,,41.2642,5849.0,6673.0,1.140878782697897,1.5884845990447929,73.30004893390685
342-U1410C,"342-U1410C-12H-1,68",342,U1410,C,12,H,1,68,99.98,109.89,9.91,9.91,109.89,111.16,3556135,132508,26.837,,41.2648,7759.0,9171.0,1.181982214202861,1.4287339661815655,67.76548825836034
342-U1410C,"342-U1410C-12H-1,70",342,U1410,C,12,H,1,70,100.0,109.91,9.91,9.91,109.91,111.18,3274270,172170,19.018,,41.2654,9684.0,11027.0,1.1386823626600577,1.2791648430622709,62.583665987892374
342-U1410C,"342-U1410C-12H-1,72",342,U1410,C,12,H,1,72,100.02,109.93,9.91,9.91,109.93,111.2,2595688,205479,12.632,,41.266,14835.0,17341.0,1.1689248399056287,1.1014721170002377,56.427501493473244
342-U1410C,"342-U1410C-12H-1,74",342,U1410,C,12,H,1,74,100.04,109.95,9.91,9.91,109.95,111.22,2147570,270860,7.929,,41.2666,17118.0,22089.0,1.2903960743077463,0.8992184178513728,49.42042208646082
342-U1410C,"342-U1410C-12H-1,76",342,U1410,C,12,H,1,76,100.06,109.97,9.91,9.91,109.97,111.24,1833870,286342,6.404,,41.2672,20342.0,26250.0,1.2904335856847902,0.8064513232472621,46.206506093901396
342-U1410C,"342-U1410C-12H-1,78",342,U1410,C,12,H,1,78,100.08,109.99,9.91,9.91,109.99,111.26,1655287,310922,5.324,,41.2678,21400.0,28119.0,1.3139719626168225,0.7262380468026375,43.42751713147737
342-U1410C,"342-U1410C-12H-1,80",342,U1410,C,12,H,1,80,100.1,110.01,9.91,9.91,110.01,111.28,1449533,382485,3.79,,41.2684,21259.0,29506.0,1.3879298179594524,0.5786392099680724,38.31395542934387
342-U1410C,"342-U1410C-12H-1,82",342,U1410,C,12,H,1,82,100.12,110.03,9.91,9.91,110.03,111.3,1485420,404358,3.674,,41.269,21912.0,30986.0,1.4141109894121942,0.5651391519697895,37.84624591999336
342-U1410C,"342-U1410C-12H-1,84",342,U1410,C,12,H,1,84,100.14,110.05,9.91,9.91,110.05,111.32,1308764,486127,2.692,,41.2696,20560.0,28696.0,1.3957198443579766,0.43007505555193926,33.166950299596934
342-U1410C,"342-U1410C-12H-1,86",342,U1410,C,12,H,1,86,100.16,110.07,9.91,9.91,110.07,111.34,1511558,368543,4.101,,41.2702,22878.0,30765.0,1.3447416732231838,0.6128897692874847,39.500566056964914
342-U1410C,"342-U1410C-12H-1,88",342,U1410,C,12,H,1,88,100.18,110.09,9.91,9.91,110.09,111.36,1404972,385084,3.648,,41.2708,22444.0,30211.0,1.3460613081447157,0.5620548296563785,37.73938957344524
342-U1410C,"342-U1410C-12H-1,90",342,U1410,C,12,H,1,90,100.2,110.11,9.91,9.91,110.11,111.38,1267537,483217,2.623,,41.2714,21682.0,30181.0,1.3919841343049535,0.4187982905903536,32.7762667775028
342-U1410C,"342-U1410C-12H-1,92",342,U1410,C,12,H,1,92,100.22,110.13,9.91,9.91,110.13,111.4,1383110,471890,2.931,,41.272,21540.0,29033.0,1.3478644382544105,0.46701581843843554,34.4467630297996
342-U1410C,"342-U1410C-12H-1,94",342,U1410,C,12,H,1,94,100.24,110.15,9.91,9.91,110.15,111.42,1588864,334972,4.743,,41.2726,23341.0,29868.0,1.2796366908015937,0.6760531246518715,41.68886050356409
342-U1410C,"342-U1410C-12H-1,96",342,U1410,C,12,H,1,96,100.26,110.17,9.91,9.91,110.17,111.44,1578284,320646,4.922,,41.2732,22352.0,29077.0,1.3008679312813172,0.6921416093667837,42.24624605651222
342-U1410C,"342-U1410C-12H-1,98",342,U1410,C,12,H,1,98,100.28,110.19,9.91,9.91,110.19,111.46,1345403,450253,2.988,,41.2738,19781.0,27023.0,1.3661088923714675,0.4753805931433612,34.73656064945175
342-U1410C,"342-U1410C-12H-1,100",342,U1410,C,12,H,1,100,100.3,110.21,9.91,9.91,110.21,111.48,1398823,432791,3.232,,41.2744,20263.0,26222.0,1.2940828110348912,0.5094713521025486,35.9176349935928
342-U1410C,"342-U1410C-12H-1,102",342,U1410,C,12,H,1,102,100.32,110.23,9.91,9.91,110.23,111.5,1480960,387076,3.826,,41.275,21228.0,27271.0,1.2846711889956661,0.5827449656912771,38.4561993363743
342-U1410C,"342-U1410C-12H-1,104",342,U1410,C,12,H,1,104,100.34,110.25,9.91,9.91,110.25,111.52,1701043,295629,5.754,,41.2756,21050.0,25437.0,1.2084085510688836,0.7599698575543072,44.59615571496897
342-U1410C,"342-U1410C-12H-1,106",342,U1410,C,12,H,1,106,100.36,110.27,9.91,9.91,110.27,111.54,1639268,344176,4.763,,41.2762,20475.0,25590.0,1.2498168498168498,0.6778805815115905,41.75217274646906
342-U1410C,"342-U1410C-12H-1,108",342,U1410,C,12,H,1,108,100.38,110.29,9.91,9.91,110.29,111.56,1737472,298158,5.827,,41.2768,20351.0,24653.0,1.211390103680409,0.7654450180901501,44.78584265173325
342-U1410C,"342-U1410C-12H-1,110",342,U1410,C,12,H,1,110,100.4,110.31,9.91,9.91,110.31,111.58,1647935,328141,5.022,,41.2774,20897.0,26498.0,1.2680289036703833,0.7008767083769036,42.548873561717826
342-U1410C,"342-U1410C-12H-1,112",342,U1410,C,12,H,1,112,100.42,110.33,9.91,9.91,110.33,111.6,1778771,288966,6.156,,41.278,19662.0,24531.0,1.2476350320415013,0.7892986111594411,45.61225038361884
342-U1410C,"342-U1410C-12H-1,114",342,U1410,C,12,H,1,114,100.44,110.35,9.91,9.91,110.35,111.62,1705350,289571,5.889,,41.2786,20835.0,25019.0,1.200815934725222,0.7700415543196687,44.94508964940492
342-U1410C,"342-U1410C-12H-1,116",342,U1410,C,12,H,1,116,100.46,110.37,9.91,9.91,110.37,111.64,1664222,268157,6.206,,41.2792,20589.0,24797.0,1.2043809801350236,0.792811771248147,45.73396381489205
342-U1410C,"342-U1410C-12H-1,118",342,U1410,C,12,H,1,118,100.48,110.39,9.91,9.91,110.39,111.66,1665429,329417,5.056,,41.2798,20207.0,24328.0,1.2039392289800563,0.7038070652743286,42.650395776429114
342-U1410C,"342-U1410C-12H-1,120",342,U1410,C,12,H,1,120,100.5,110.41,9.91,9.91,110.41,111.68,1770373,248195,7.133,,41.2804,19607.0,23201.0,1.1833018819809251,0.8532722240206833,47.828616201196574
342-U1410C,"342-U1410C-12H-1,122",342,U1410,C,12,H,1,122,100.52,110.43,9.91,9.91,110.43,111.7,1879904,242669,7.747,,41.281,17870.0,20561.0,1.1505875769446,0.8891335559667239,49.07103204646715
342-U1410C,"342-U1410C-12H-1,124",342,U1410,C,12,H,1,124,100.54,110.45,9.91,9.91,110.45,111.72,2059615,215564,9.555,,41.2816,16611.0,19205.0,1.1561615796761182,0.9802306913910317,52.2270923032423
342-U1410C,"342-U1410C-12H-1,126",342,U1410,C,12,H,1,126,100.56,110.47,9.91,9.91,110.47,111.74,2109294,206914,10.194,,41.2822,15912.0,17803.0,1.1188411261940674,1.0083446292526892,53.20109968045942
342-U1410C,"342-U1410C-12H-1,128",342,U1410,C,12,H,1,128,100.58,110.49,9.91,9.91,110.49,111.76,2278285,183543,12.413,,41.2828,15069.0,15382.0,1.020771119516889,1.0938767553900446,56.1643601904881
342-U1410C,"342-U1410C-12H-1,130",342,U1410,C,12,H,1,130,100.6,110.51,9.91,9.91,110.51,111.78,2523965,170158,14.833,,41.2834,12458.0,13784.0,1.1064376304382726,1.1712289967250513,58.844228591539405
342-U1410C,"342-U1410C-12H-1,132",342,U1410,C,12,H,1,132,100.62,110.53,9.91,9.91,110.53,111.8,2969672,137567,21.587,,41.284,9534.0,11195.0,1.1742185861128593,1.3341922915248736,64.49009193987925
342-U1410C,"342-U1410C-12H-1,134",342,U1410,C,12,H,1,134,100.64,110.55,9.91,9.91,110.55,111.82,3300788,95753,34.472,,41.2846,7004.0,7841.0,1.1195031410622502,1.5374664810803114,71.5325262370274
342-U1410C,"342-U1410C-12H-1,136",342,U1410,C,12,H,1,136,100.66,110.57,9.91,9.91,110.57,111.84,3596539,80219,44.834,splice point 4,41.2852,5053.0,6579.0,1.3019988125865822,1.6516074874812623,75.48694140378834
342-U1410A,"342-U1410A-12H-4,26",342,U1410,A,12,H,4,26,108.26,117.69,9.43,9.43,117.69,119.12,4569969,91805,49.779,splice point 5,41.5494951,7827.0,6359.0,0.8124441037434521,1.6970461679084905,77.06116448718966
342-U1410A,"342-U1410A-12H-4,28",342,U1410,A,12,H,4,28,108.28,117.71,9.43,9.43,117.71,119.14,4158645,136233,30.526,,41.5502427,10147.0,8877.0,0.8748398541440819,1.4846698998853332,69.70338868152737
342-U1410A,"342-U1410A-12H-4,30",342,U1410,A,12,H,4,30,108.3,117.73,9.43,9.43,117.73,119.16,4091102,123284,33.184,,41.5509903,10062.0,8300.0,0.8248857086066388,1.5209287347089469,70.95957601399147
342-U1410A,"342-U1410A-12H-4,32",342,U1410,A,12,H,4,32,108.32,117.75,9.43,9.43,117.75,119.18,2423744,347793,6.969,,41.5517379,25319.0,25910.0,1.0233421541135115,0.8431704645198979,47.47864074329186
342-U1410A,"342-U1410A-12H-4,34",342,U1410,A,12,H,4,34,108.34,117.77,9.43,9.43,117.77,119.2,3044508,257302,11.832,,41.5524854,19228.0,18672.0,0.9710838360723945,1.073058160988836,55.443099987458226
342-U1410A,"342-U1410A-12H-4,36",342,U1410,A,12,H,4,36,108.36,117.79,9.43,9.43,117.79,119.22,2944871,286230,10.288,,41.553233,22376.0,21060.0,0.9411869860564891,1.012330955580147,53.339205956074196
342-U1410A,"342-U1410A-12H-4,38",342,U1410,A,12,H,4,38,108.38,117.81,9.43,9.43,117.81,119.24,2814295,297822,9.45,,41.5539806,21041.0,22209.0,1.0555106696449787,0.9754318085092629,52.06083500580341
342-U1410A,"342-U1410A-12H-4,40",342,U1410,A,12,H,4,40,108.4,117.83,9.43,9.43,117.83,119.26,2410326,350194,6.883,,41.5547282,26152.0,25451.0,0.9731951667176506,0.8377777695537333,47.29181082618909
342-U1410A,"342-U1410A-12H-4,42",342,U1410,A,12,H,4,42,108.42,117.85,9.43,9.43,117.85,119.28,2573623,368209,6.99,,41.5554757,27078.0,26542.0,0.9802053327424477,0.8444771757456814,47.52391175370913
342-U1410A,"342-U1410A-12H-4,44",342,U1410,A,12,H,4,44,108.44,117.87,9.43,9.43,117.87,119.3,2162112,437721,4.939,,41.5562233,30785.0,32607.0,1.059184667857723,0.6936390261615483,42.29812406136684
342-U1410A,"342-U1410A-12H-4,46",342,U1410,A,12,H,4,46,108.46,117.89,9.43,9.43,117.89,119.32,2130931,426218,5.0,,41.5569709,31410.0,31565.0,1.0049347341610952,0.6989700043360189,42.482815800221374
342-U1410A,"342-U1410A-12H-4,48",342,U1410,A,12,H,4,48,108.48,117.91,9.43,9.43,117.91,119.34,2074184,462686,4.483,,41.5577185,30130.0,32829.0,1.08957849319615,0.6515687388657918,40.84059895800536
342-U1410A,"342-U1410A-12H-4,50",342,U1410,A,12,H,4,50,108.5,117.93,9.43,9.43,117.93,119.36,1963572,546044,3.596,,41.558466,29860.0,32064.0,1.0738111185532484,0.5558196830611911,37.52337291965497
342-U1410A,"342-U1410A-12H-4,52",342,U1410,A,12,H,4,52,108.52,117.95,9.43,9.43,117.95,119.38,2206873,428237,5.153,,41.5592136,28156.0,30202.0,1.0726665719562438,0.7120601424610747,42.93632363556394
342-U1410A,"342-U1410A-12H-4,54",342,U1410,A,12,H,4,54,108.54,117.97,9.43,9.43,117.97,119.4,2101112,457016,4.597,,41.5599612,29815.0,31493.0,1.0562803957739393,0.6624745037503097,41.21842918242948
342-U1410A,"342-U1410A-12H-4,56",342,U1410,A,12,H,4,56,108.56,117.99,9.43,9.43,117.99,119.42,2300241,415423,5.537,,41.5607087,28042.0,28968.0,1.0330218957278368,0.7432745235119333,44.01774586707093
342-U1410A,"342-U1410A-12H-4,58",342,U1410,A,12,H,4,58,108.58,118.01,9.43,9.43,118.01,119.44,2477199,387726,6.389,,41.5614563,27163.0,26040.0,0.9586569966498546,0.80543288813214,46.17122240933799
342-U1410A,"342-U1410A-12H-4,60",342,U1410,A,12,H,4,60,108.6,118.03,9.43,9.43,118.03,119.46,2531943,398900,6.347,,41.5622039,27180.0,25485.0,0.9376379690949227,0.8025684983139565,46.07198562408702
342-U1410A,"342-U1410A-12H-4,62",342,U1410,A,12,H,4,62,108.62,118.05,9.43,9.43,118.05,119.48,2655498,364659,7.282,,41.5629515,25353.0,23564.0,0.9294363586163373,0.8622506745979249,48.13967462144511
